Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Development Indicators,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2025/1/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025/1/28,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Country Code,,所有的国家名称,
Armenia,ARM,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.82423314,28.82423314,28.82423314,28.82423314,28.82423314,20.1993381,26.36174497,18.2095414,9.446084814,7.620859753,9.526266368,9.956361795,7.752729385,7.547890572,4.076012707,3.913082193,3.904431887,3.912039669,3.914715187,4.509566552,4.508784504,4.509303142,4.509532732,4.509440543,4.509795589,4.093710616,4.333081613,4.631621991,7.054559176,7.808765454,8.312005525,6.452844432,6.452844432,,ARM,8.322799595,CHN,41.09484842
American Samoa,ASM,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASM,0,COD,0
Antigua and Barbuda,ATG,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATG,0,COL,22.44853609
Australia,AUS,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.40101669,28.05949305,21.00202429,26.85123604,27.75612375,25.57940317,24.74623608,25.28944204,26.3592597,25.98270846,25.59948218,24.06893114,22.82183969,21.98160786,22.73212422,22.48375195,23.00621815,26.48138334,26.17932652,28.0298292,27.81665001,26.98541408,27.94574822,27.81122847,27.26042119,26.12247769,26.69576699,26.55337228,25.984379,26.25949338,27.33575622,28.85419855,29.12573674,,AUS,25.99476932,CUB,16.22284767
Austria,AUT,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.23105634,36.86849183,35.27501262,35.95616742,36.5004763,33.92740794,34.19420902,35.56499298,37.19672589,37.53521314,38.71977331,38.15454162,38.22941691,39.58997705,39.74621454,41.58441945,42.04986504,42.5208091,43.7136373,41.61466873,43.77740136,45.00176636,44.64196624,44.97675466,45.39875192,45.11970534,45.42703386,45.42946971,45.25676874,45.06507444,44.74783535,45.85806538,45.95447362,,AUT,41.63784191,CZE,43.37534493
Azerbaijan,AZE,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.81814889,18.49524231,20.71848639,25.92806626,14.88908473,10.60139943,9.654502103,8.050272247,8.19189383,8.998212043,9.833352806,13.30164405,12.60969174,9.411971993,10.28222054,11.91447144,9.564313436,10.92542677,7.329823527,6.342411502,7.964708216,9.9246837,8.466150683,10.25228413,9.862324678,10.6605996,10.12993339,10.82040072,10.28722818,11.28449315,11.63442592,15.97069464,17.96458509,,AZE,10.59045532,DEU,56.63353264
Burundi,BDI,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.670486772,1.542743731,1.55372465,1.55372465,1.553724649,1.553724648,1.55372465,1.553724651,1.553724649,1.553724649,2.532888377,2.58170773,2.421325252,2.779593529,2.984020146,3.311222774,3.378421412,3.664700927,2.153761236,3.300058003,3.082041594,2.047591614,2.208339026,2.789203809,2.789203809,2.789203809,2.789203809,2.789203809,2.789203809,2.789203809,2.789203809,2.789203809,2.789203809,,BDI,2.540001986,DNK,45.61305173
Belgium,BEL,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.36930253,13.62401697,13.94179541,13.44643671,14.08010039,40.15626879,41.49870915,41.08498787,41.32766844,43.05559592,43.65289674,43.85043207,44.00425598,42.86186301,42.39580591,43.3710022,44.8064404,41.89264179,42.9722091,41.91836254,34.38548482,36.93004108,47.3801861,50.04126905,49.15593349,48.98106627,49.26873195,49.23483395,50.5913964,51.28533794,52.80904389,50.61409687,51.22528991,,BEL,43.95972248,ESP,34.64787177
Benin,BEN,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEN,0,EST,22.56656737
Burkina Faso,BFA,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BFA,0,FRA,47.00496887
Bangladesh,BGD,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0267878,23.83461816,22.64132913,22.64132913,17.78913893,14.84842966,14.80174985,21.08197404,20.19800184,21.08197405,21.08197405,21.08197404,21.08197405,20.54532473,20.54532473,20.54532473,18.69537998,17.52962239,17.52962239,17.52962239,9.137404921,9.137404921,9.17211666,9.465126084,9.465126084,9.465126084,7.814624191,7.814624191,5.260693381,7.814624191,7.814624191,7.814624191,7.814624191,,BGD,14.27441914,GAB,5.450858267
Bulgaria,BGR,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.70287357,29.93897838,29.05405024,26.41353346,24.15916454,22.23319842,33.10282134,28.36500199,28.15353445,28.01519468,27.79856115,31.13264688,30.69712947,27.38153395,22.63757116,24.15070037,24.20308669,24.38705459,25.02372422,24.03896788,24.69931804,25.43511787,29.27095857,31.71749599,28.09042809,28.16820276,25.67538517,26.85142519,30.61773781,30.53848045,30.38548753,34.71894776,36.66087603,,BGR,27.8727501,GBR,42.37656918
Bahrain,BHR,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.33710767,14.33710767,14.33710767,14.33710764,14.33710773,14.33710772,14.33710769,14.33710767,14.33710763,14.33710769,12.55588178,18.66666667,18.15336463,21.45575642,21.81619256,23.80718954,19.72958984,17.40701454,22.79712521,20.64104955,18.01531951,19.92172721,18.80501043,19.08921864,20.14104183,18.94447715,21.20728705,24.63257201,24.63257204,24.63257207,24.63257207,24.63257207,24.63257207,,BHR,19.55075831,GEO,15.28748982
"Bahamas, The",BHS,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92745077,13.25637166,22.00897936,21.69425035,22.62489176,22.71362077,8.059563474,17.51083274,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,27.77351622,,BHS,26.38782118,GIN,0
Bosnia and Herzegovina,BIH,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.77682446,29.1702548,29.1702548,29.1702548,29.1702548,29.1702548,29.1702548,29.1702548,29.1702548,29.1702548,29.1702548,14.99426437,14.99426437,14.99426437,14.99426437,14.99426437,14.99426437,14.99426437,14.99426437,14.99426437,14.99426437,16.33208676,18.03394198,17.19703227,17.35392176,18.35486628,17.17736519,17.92640752,19.06777642,17.63465468,18.56297945,16.89747846,16.92046807,,BIH,19.5032209,GRC,19.94558584
Belarus,BLR,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.99780531,41.99780531,41.99780531,41.99780531,41.99780531,41.99780531,41.99780531,41.99780531,41.99780531,41.99780531,41.99780531,41.99780531,41.99780531,41.99780531,41.99780531,41.99780531,41.99780528,41.99780524,41.99780526,36.83867869,39.98163545,47.13237042,43.2561194,36.45218029,37.98757926,41.04699977,38.8295984,40.0076118,42.20726691,41.20476833,37.7848664,19.82330738,19.82330738,,BLR,39.73597826,HKG,34.30681028
Belize,BLZ,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.254268899,15.08249353,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,18.45981617,,BLZ,18.45981617,HND,7.15016186
Bermuda,BMU,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.06777022,17.06777022,17.06777022,17.06777022,17.06777022,17.06777022,17.06777022,17.0677686,17.06776781,17.04929707,17.04929594,17.04929626,17.04929648,17.04929644,17.04929608,17.0492956,15.73005505,16.91662294,17.04929645,17.04929664,17.04929745,17.04929616,17.04929753,6.028921323,7.593406836,6.022711176,7.25436598,6.228926243,8.785034653,8.812160731,7.705782062,7.705782062,7.705782062,,BMU,13.66965367,IDN,32.44141561
Bolivia,BOL,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.846680948,3.04285672,3.817985574,4.472737026,4.123101189,4.219694757,4.41174351,3.983168493,5.963615314,7.008634677,4.908527595,5.054196099,5.054197769,5.054197749,5.054197755,5.054197762,11.67377459,11.67377459,11.67377459,11.6737746,11.59004599,11.68475094,9.622301869,9.707813036,9.707813038,11.93100229,11.93100229,11.94197745,11.94197745,11.94197746,11.94197746,11.94197746,11.94197746,,BOL,8.772798801,IND,40.82756806
Brazil,BRA,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.37626922,49.3762681,47.8367762,49.57118103,49.79483176,51.0215583,36.69854003,37.38290567,36.49117809,35.55279171,34.85229642,35.56359065,34.67849852,33.24220204,34.43129476,33.10104428,33.26750506,34.97169534,36.62980927,34.75859022,36.15484495,36.33858266,35.33980626,36.38883131,34.15466434,35.46219695,32.77769805,34.93328124,34.26260469,34.4875597,30.40323102,31.33801588,31.33801588,,BRA,35.71785052,IRL,57.92522293
Barbados,BRB,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1056141,31.70344226,37.9097638,39.89782629,37.81277359,36.62181363,38.11080525,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,38.11080297,,BRB,38.04918172,IRN,39.6707942
Brunei Darussalam,BRN,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932444,3.319932433,3.319932456,3.319932456,3.319932456,3.319932456,3.319932456,3.319932456,3.319932456,3.319932456,3.319932456,3.319932456,3.319932456,,BRN,3.319932448,ITA,39.18945516
Bhutan,BTN,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BTN,0,JOR,22.55523792
Botswana,BWA,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.363683431,7.095990329,7.095990279,3.744984396,7.297830375,10.5972087,10.5972087,21.58752007,21.58752007,21.58752007,1.240339926,1.240339926,77.68446962,77.68446962,16.06469472,16.06469472,16.06469472,16.26990705,16.81671639,16.3479571,24.88846942,25.59562678,28.10857401,25.52491171,20.25631867,23.70217229,23.35614884,25.68186846,26.09624575,26.74954356,28.73399451,28.69471022,28.69471023,,BWA,23.61435815,JPN,53.31555629
Central African Republic,CAF,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.396946565,7.877136487,10.49788864,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,9.245991129,,CAF,9.245991129,KOR,55.83945339
Canada,CAN,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.17678902,38.10495234,38.40014447,39.43728358,39.74933153,40.16792039,40.76243681,41.91802264,41.63600294,44.70888509,43.24152506,41.38747296,41.04358107,40.36866485,35.20866191,36.0634714,36.26660593,36.97505332,35.8361315,35.82586882,35.73278476,36.65360116,37.23868076,36.04800608,37.03778115,38.43500955,37.1529088,36.34644429,36.35989004,36.94889126,34.13673865,31.19762707,31.93881415,,CAN,37.80644186,LTU,20.67333653
Central Europe and the Baltics,CEB,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEB,0,MAC,3.991325702
Switzerland,CHE,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.55803695,36.78830176,35.84684019,36.25184008,35.63774003,34.20146648,34.90523105,51.91014035,52.4832233,52.57267091,52.36787124,52.04690917,55.60716235,53.47275184,57.17621158,62.1673393,60.39063947,62.22674359,63.97524499,60.90639599,61.31513724,60.8214179,62.71192472,62.57355818,62.99783362,63.55866535,63.31588987,65.6563795,63.8577706,68.16830227,64.42966562,68.47558545,71.37053726,,CHE,57.97587618,MAR,22.59139526
Channel Islands,CHI,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHI,0,MEX,41.06562627
Chile,CHL,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.05188012,15.38922619,16.40635323,16.96184498,16.24686686,20.63941138,22.44961768,24.28145887,21.99003816,23.70362278,25.12453241,25.61129373,29.18253144,37.02826512,36.60916939,14.56835306,12.99237126,9.932498272,18.92289815,17.11188796,20.32023612,15.0029131,11.43708729,15.9619753,17.0980702,14.05653955,7.959039705,20.11674686,19.62577063,19.62577063,20.36921055,20.36921055,20.36921055,,CHL,19.95539992,MKD,21.31045272
China,CHN,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.83865169,38.35344484,39.55085116,35.22563181,35.51990822,37.97840679,37.26247045,38.37397556,40.79017417,41.81707972,42.87727496,42.73418334,43.88126168,42.95260076,42.39695721,41.6107437,41.29494321,40.69611138,41.38309691,41.38309691,41.38309691,41.45126852,41.45126852,41.45126852,41.45126852,41.45126852,41.45126852,41.45126852,41.45126852,41.45126852,41.45126852,41.45126852,41.45126852,,CHN,41.09484842,MMR,28.14745874
Cote d'Ivoire,CIV,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6992105,13.6992105,13.6992105,13.6992105,13.6992105,14.5179833,15.68590623,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,14.98979586,,CIV,14.95302732,MNG,4.194245224
Cameroon,CMR,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.955785232,6.786341498,8.229970021,7.481870711,3.950153742,5.021580459,5.338532177,6.812012439,8.889445711,5.520836333,1.819030516,3.329144589,11.00889752,10.54450281,10.54450281,10.54450281,7.902332576,7.902332577,7.611958329,7.611958329,7.611958329,7.611958329,7.611958329,7.611958329,7.611958329,7.611958329,7.611958329,7.611958329,7.611958329,7.611958329,7.611958329,7.611958329,7.611958329,,CMR,7.355420069,MYS,46.17148932
"Congo, Dem. Rep.",COD,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COD,0,NLD,43.19222008
"Congo, Rep.",COG,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39896588,10.39896588,10.39896588,10.39896588,10.39896588,10.39896588,10.39896588,10.39896588,10.39896588,10.39896588,10.39896588,11.88950468,13.14111878,13.14111878,13.14111878,13.14111878,2.415318415,2.415318415,2.415318415,2.415318415,2.415318415,2.415318415,2.415318415,2.415318415,2.415318415,2.415318415,2.415318415,2.415318415,2.415318415,2.415318415,2.415318415,2.415318415,2.415318415,,COG,6.148522551,NOR,30.61089854
Colombia,COL,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3056652,25.99392074,24.48805238,27.45795937,24.50630774,24.91915208,23.22300473,24.99775064,24.19120404,22.79298483,21.69537859,21.98026174,21.8853035,21.21191397,20.59128393,20.7116381,20.05288766,19.87445673,20.02123423,20.90743009,24.9529862,20.95415465,21.35100925,20.75538221,20.7234087,22.54245209,23.33489404,23.26736761,22.60627277,23.9321695,24.74472202,24.08814838,24.19238658,,COL,22.44853609,PER,14.13418804
Comoros,COM,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COM,0,PHL,37.62162108
Cabo Verde,CPV,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,,CPV,28.42758621,PNG,12.60965943
Costa Rica,CRI,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.18212926,17.51494893,18.47566796,18.38525773,18.57839557,17.83366985,17.83052687,17.82328865,17.65562467,18.33432931,18.76087713,16.71188597,17.18671592,16.74847454,21.68614596,21.89985765,24.68985751,21.41612463,19.75731109,19.68197095,19.2828248,21.07627251,21.87485907,22.16855492,19.92187182,16.59224052,15.21783502,14.62160774,14.4175629,14.36444031,14.15978113,14.15686582,14.15686582,,CRI,18.22781513,POL,30.80597402
Caribbean small states,CSS,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSS,0,PRK,0
Cuba,CUB,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22284765,16.22284765,16.22284765,16.22284765,16.22284765,16.22284765,16.22284765,16.22284765,16.22284765,16.22284765,16.22284765,16.22284765,16.22284765,16.22284765,16.22284765,16.22284765,16.22284765,16.22284765,16.22284768,16.22284768,16.22284768,16.22284768,16.22284768,16.22284768,16.22284768,16.22284768,16.22284768,16.22284768,16.22284768,16.22284768,16.22284768,16.22284768,16.22284768,,CUB,16.22284767,PRT,24.18848845
